GAME_ID,GAME_DATE,home_team,home_matchup,home_wl,home_pts,home_days_rest,home_is_b2b,home_travel_miles,home_fatigue_score,away_team,away_matchup,away_wl,away_pts,away_days_rest,away_is_b2b,away_travel_miles,away_fatigue_score,home_win,point_diff,rest_diff,travel_diff,fatigue_diff
0042300401,2024-06-06,Boston Celtics,BOS vs. DAL,W,107,9.0,0,807.3098990745785,1.0764131987661048,Dallas Mavericks,DAL @ BOS,L,89,6.0,0,1124.0215505213177,1.4986954006950903,1,18,3.0,-316.7116514467392,-0.4222822019289856
0042300402,2024-06-09,Boston Celtics,BOS vs. DAL,W,105,2.0,0,0.0,0.0,Dallas Mavericks,DAL @ BOS,L,98,2.0,0,0.0,0.0,1,7,0.0,0.0,0.0
0042300405,2024-06-17,Boston Celtics,BOS vs. DAL,W,106,2.0,0,1551.7158608463303,2.0689544811284404,Dallas Mavericks,DAL @ BOS,L,88,2.0,0,1551.7158608463303,2.0689544811284404,1,18,0.0,0.0,0.0
0012300029,2023-10-12,Brooklyn Nets,BKN vs. MRA,W,135,2.0,0,2454.185515887521,3.272247354516695,Ra'anana Maccabi Ra'anana,MRA @ BKN,L,103,5.0,0,0.0,0.0,1,32,-3.0,2454.185515887521,3.272247354516695
0012300046,2023-10-16,Brooklyn Nets,BKN vs. PHI,L,119,3.0,0,0.0,0.0,Philadelphia 76ers,PHI @ BKN,W,127,4.0,0,83.08744168666927,0.11078325558222568,0,-8,-1.0,-83.08744168666927,-0.11078325558222568
0022300067,2023-10-25,Brooklyn Nets,BKN vs. CLE,L,113,6.0,0,1087.3486684389425,1.4497982245852565,Cleveland Cavaliers,CLE @ BKN,W,114,4.0,0,646.766908240267,0.8623558776536893,0,-1,2.0,440.5817601986755,0.5874423469315673
0022300136,2023-11-04,Brooklyn Nets,BKN vs. BOS,L,114,0.0,1,717.1024472154764,2.956136596287302,Boston Celtics,BOS @ BKN,W,124,2.0,0,190.57999704202606,0.25410666272270144,0,-10,-2.0,526.5224501734504,2.7020299335646007
0022300149,2023-11-06,Brooklyn Nets,BKN vs. MIL,L,125,1.0,0,0.0,0.0,Milwaukee Bucks,MIL @ BKN,W,129,2.0,0,736.5733777665981,0.9820978370221308,0,-4,-1.0,-736.5733777665981,-0.9820978370221308
0022300160,2023-11-08,Brooklyn Nets,BKN vs. LAC,W,100,1.0,0,0.0,0.0,LA Clippers,LAC @ BKN,L,93,1.0,0,4.7796164524096145,0.006372821936546153,1,7,0.0,-4.7796164524096145,-0.006372821936546153
0022300178,2023-11-12,Brooklyn Nets,BKN vs. WAS,W,102,1.0,0,190.57999704202606,0.25410666272270144,Washington Wizards,WAS @ BKN,L,94,1.0,0,203.52335101562895,0.2713644680208386,1,8,0.0,-12.943353973602882,-0.01725780529813714
0022300020,2023-11-14,Brooklyn Nets,BKN vs. ORL,W,124,1.0,0,0.0,0.0,Orlando Magic,ORL @ BKN,L,104,2.0,0,936.611807078374,1.2488157427711652,1,20,-1.0,-936.611807078374,-1.2488157427711652
0022300208,2023-11-19,Brooklyn Nets,BKN vs. PHI,L,99,2.0,0,1087.3486684389425,1.4497982245852565,Philadelphia 76ers,PHI @ BKN,W,121,1.0,0,746.2803443227598,0.995040459097013,0,-22,1.0,341.0683241161827,0.45475776548824354
